1,0.11332,0.11226,0.9,0.94444,0.64087,0.9,0.42,1,0.9,0.54167,0.77864,0.9,0.94643,0.62985,0.9,0.38444,1,0.9,0.49881,0.76929
2,0.13552,0.13258,0.8,0.59444,0.63889,0.8,0.36,1,0.8,0.38571,0.77003,0.8,0.79346,0.65708,0.8,0.42444,1,0.8,0.47529,0.78611
3,0.10918,0.10691,0.9,0.84444,0.65615,0.9,0.42,1,0.9,0.5004,0.78536,0.9,0.94767,0.66638,0.9,0.44,1,0.9,0.52012,0.79204
4,0.11181,0.11563,1,0.9,0.62143,1,0.36,1,1,0.49246,0.76289,1,0.9,0.59349,1,0.29778,1,1,0.42935,0.74313
5,0.13651,0.14077,0.8,0.65,0.6123,0.8,0.34,1,0.8,0.39762,0.7467,0.8,0.84706,0.59446,0.8,0.31333,1,0.8,0.3863,0.73596
6,0.13692,0.13686,0.9,0.7375,0.59702,0.9,0.3,1,0.9,0.39258,0.74505,0.9,0.83957,0.59867,0.89778,0.29556,1,0.89888,0.38166,0.74502
7,0.10804,0.10442,0.9,0.84444,0.63333,0.9,0.38,1,0.9,0.4746,0.77046,0.9,0.94767,0.65863,0.9,0.45111,1,0.9,0.56303,0.79006
8,0.11818,0.11664,0.9,0.75,0.64345,0.9,0.38,1,0.9,0.44881,0.77454,0.9,0.84828,0.63152,0.9,0.37778,1,0.9,0.47825,0.76911
9,0.10839,0.10474,0.8,0.87302,0.68849,0.8,0.52,1,0.8,0.60317,0.81185,0.8,0.88305,0.70599,0.8,0.56444,1,0.8,0.64592,0.82494
10,0.086617,0.084695,1,0.9,0.66706,1,0.46,1,1,0.58373,0.79519,1,1,0.66008,1,0.45778,1,1,0.60634,0.79149
11,0.10534,0.10323,0.9,0.84444,0.66905,0.86,0.46,1,0.875,0.54603,0.7961,0.9,0.88228,0.67932,0.82444,0.50444,1,0.83929,0.59848,0.80582
12,0.1081,0.10249,0.9,0.74444,0.65952,0.9,0.42,1,0.9,0.48492,0.78701,0.9,0.94767,0.66852,0.9,0.44222,1,0.9,0.5213,0.79318
13,0.10077,0.10071,0.9,0.94444,0.6873,0.9,0.5,1,0.9,0.60238,0.80813,0.9,0.94231,0.65892,0.9,0.44889,1,0.9,0.55679,0.79008
14,0.10379,0.10284,1,1,0.63591,1,0.42,1,1,0.58333,0.77656,1,1,0.61318,1,0.35778,1,1,0.51214,0.75896
15,0.1244,0.12221,0.8,0.74444,0.6248,0.8,0.36,1,0.8,0.44524,0.76454,0.8,0.85706,0.63286,0.8,0.38444,1,0.8,0.48064,0.77062
16,0.10565,0.10401,1,0.8,0.6248,1,0.36,1,1,0.47698,0.76454,1,1,0.607,1,0.32444,1,1,0.45437,0.75227
17,0.1182,0.11289,0.8,0.87302,0.67758,0.8,0.5,1,0.8,0.59127,0.80453,0.8,0.8631,0.66609,0.8,0.46889,1,0.8,0.56548,0.79561
18,0.11242,0.11121,0.9,0.9375,0.64881,0.9,0.44,1,0.9,0.56044,0.7848,0.9,0.93656,0.63386,0.89778,0.41111,1,0.89888,0.53946,0.77454
19,0.12003,0.12061,0.8,0.77857,0.65397,0.8,0.42,1,0.8,0.4881,0.78388,0.8,0.88214,0.63321,0.8,0.36889,1,0.8,0.4262,0.76895
20,0.1072,0.10908,1,0.8,0.64365,1,0.38,1,1,0.475,0.77511,1,0.9,0.6139,1,0.33111,1,1,0.4408,0.75636
21,0.10292,0.10242,0.9,0.84444,0.65615,0.9,0.44,1,0.9,0.54008,0.78786,0.9,0.94706,0.66622,0.9,0.47778,1,0.9,0.59913,0.79669
22,0.096662,0.096019,0.9,0.94444,0.68333,0.9,0.48,1,0.9,0.5746,0.8038,0.9,0.94706,0.68594,0.9,0.49111,1,0.9,0.58807,0.8065
23,0.099647,0.10004,1,0.9,0.6502,1,0.44,1,1,0.57976,0.78553,1,1,0.62639,1,0.39556,1,1,0.55759,0.76936
24,0.10198,0.10128,1,0.8,0.61488,1,0.34,1,1,0.45714,0.75788,1,0.9,0.60377,1,0.32222,1,1,0.45543,0.75064
25,0.11151,0.11607,0.9,0.85,0.67679,0.9,0.46,1,0.9,0.5377,0.79878,0.9,0.93595,0.62487,0.89556,0.36,1,0.89773,0.45273,0.76423
26,0.12335,0.12251,1,0.7,0.58254,1,0.26,1,1,0.37024,0.73388,1,0.9,0.57521,1,0.24667,1,1,0.36961,0.72885
27,0.11106,0.10929,0.9,0.94444,0.65556,0.9,0.42,1,0.9,0.51905,0.78432,0.9,0.94706,0.64328,0.9,0.41333,1,0.9,0.52637,0.77865
28,0.11876,0.11709,0.9,0.65,0.66865,0.9,0.42,1,0.9,0.46706,0.79043,0.9,0.84706,0.68087,0.9,0.46444,1,0.9,0.5339,0.8013
29,0.098425,0.10042,1,1,0.63095,1,0.4,1,1,0.55357,0.77198,1,0.98636,0.6208,0.99333,0.37556,1,0.99655,0.52386,0.76455
30,0.11166,0.11291,0.9,0.74444,0.63671,0.9,0.38,1,0.9,0.45913,0.77211,0.9,0.94643,0.63236,0.9,0.37333,1,0.9,0.4666,0.76908
31,0.12148,0.11698,0.9,0.7375,0.59008,0.9,0.28,1,0.9,0.36877,0.73956,0.9,0.92742,0.60645,0.9,0.33778,1,0.9,0.45965,0.75365
32,0.11611,0.11711,0.9,0.74444,0.6248,0.9,0.36,1,0.9,0.44524,0.76454,0.9,0.94087,0.61942,0.89778,0.35556,1,0.89888,0.46193,0.76122
33,0.11413,0.11396,1,0.8,0.63452,1,0.36,1,1,0.46429,0.76813,1,0.9,0.60373,1,0.30667,1,1,0.42502,0.74857
34,0.12563,0.12379,0.8,0.79444,0.69067,0.8,0.5,1,0.8,0.55357,0.80977,0.8,0.79349,0.67644,0.8,0.46,1,0.8,0.50458,0.79883
35,0.096734,0.099853,1,1,0.64187,1,0.42,1,1,0.56548,0.7793,1,1,0.61967,1,0.36222,1,1,0.50055,0.76248
